,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,MeanWorkingTime
4009,1.0,1.0,3.0,0,Travel_Rarely,Research & Development,23,1,Life Sciences,2,Laboratory Technician,Divorced,34910,2.0,14,0,25.0,0,19,2,8,3,3,7.9341154029563885
4010,2.0,3.0,3.0,0,Travel_Rarely,Sales,2,3,Life Sciences,5,Research Scientist,Married,45410,1.0,14,2,9.0,4,9,5,8,4,3,7.055443262411111
4011,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,1,2,Medical,3,Sales Executive,Married,26780,1.0,25,1,1.0,3,1,0,0,3,4,8.013264760576389
4012,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Manufacturing Director,Married,73790,7.0,13,2,21.0,3,16,6,14,2,3,6.2806604426
4013,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,2,3,Life Sciences,2,Manager,Married,62720,4.0,14,0,29.0,3,22,12,9,2,3,6.110300640146111
4014,4.0,4.0,2.0,1,Travel_Frequently,Research & Development,13,2,Life Sciences,1,Laboratory Technician,Single,52200,1.0,17,0,1.0,3,1,1,0,2,3,8.596432178931945
4015,3.0,2.0,3.0,1,Travel_Rarely,Research & Development,4,4,Medical,2,Sales Representative,Married,27430,5.0,25,1,14.0,1,8,0,7,4,4,7.898959490740555
4016,4.0,1.0,2.0,0,Travel_Frequently,Research & Development,16,4,Medical,3,Healthcare Representative,Married,49980,0.0,20,2,8.0,3,7,7,3,3,4,7.688701741996111
4017,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,2,3,Technical Degree,3,Healthcare Representative,Divorced,102520,8.0,13,1,7.0,3,2,2,2,3,3,6.493613445378055
4018,2.0,4.0,4.0,0,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Human Resources,Married,27810,8.0,13,1,19.0,2,5,0,4,3,3,6.178373674504167
4019,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,29,2,Life Sciences,2,Laboratory Technician,Married,68520,1.0,18,1,1.0,2,1,0,0,4,3,6.950778985507222
4020,2.0,4.0,2.0,1,Travel_Rarely,Sales,12,4,Life Sciences,2,Sales Executive,Single,49500,1.0,12,2,1.0,3,1,0,0,3,3,7.718414893616944
4021,4.0,2.0,3.0,1,Travel_Rarely,Research & Development,16,2,Life Sciences,2,Laboratory Technician,Single,35790,1.0,19,3,1.0,3,1,0,0,3,3,10.51289292497611
4022,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,11,3,Life Sciences,1,Sales Executive,Married,131910,1.0,14,1,10.0,2,10,1,7,2,3,9.490429724596389
4023,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,2,4,Life Sciences,5,Manager,Divorced,103770,1.0,14,0,10.0,2,10,0,2,3,3,7.527197962154166
4024,3.0,4.0,3.0,0,Travel_Rarely,Sales,14,2,Technical Degree,1,Sales Executive,Married,22350,2.0,14,1,9.0,2,5,1,0,3,3,8.067217553688055
4025,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,5,5,Life Sciences,1,Sales Executive,Single,105020,3.0,12,0,11.0,4,3,1,2,2,3,7.119061065197222
4026,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,7,2,Medical,1,Manufacturing Director,Married,20110,5.0,13,0,16.0,4,5,0,4,4,3,8.723634823848055
4027,4.0,2.0,3.0,0,Travel_Rarely,Sales,2,1,Technical Degree,2,Laboratory Technician,Married,18590,0.0,25,1,4.0,2,3,0,2,2,4,10.506960580912779
4028,2.0,4.0,2.0,0,Travel_Rarely,Research & Development,3,3,Medical,2,Sales Executive,Married,37600,0.0,14,1,10.0,2,9,3,8,2,3,7.1106899277325
4029,2.0,4.0,2.0,0,Travel_Frequently,Research & Development,5,3,Medical,4,Manufacturing Director,Single,177790,1.0,17,1,10.0,5,10,0,8,1,3,6.489738984674167
4030,1.0,,3.0,0,Travel_Rarely,Research & Development,3,3,Other,1,Sales Executive,Divorced,68330,2.0,13,0,22.0,3,19,11,16,3,3,6.8324363425925
4031,2.0,3.0,2.0,0,Travel_Rarely,Research & Development,26,2,Life Sciences,2,Human Resources,Married,68120,1.0,13,0,1.0,2,1,1,0,2,3,9.305777074542778
4032,1.0,3.0,2.0,0,Travel_Rarely,Research & Development,4,3,Technical Degree,2,Manufacturing Director,Single,51710,0.0,20,1,9.0,1,8,0,7,2,4,7.554721050163889
4033,4.0,4.0,3.0,0,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Research Director,Divorced,197400,3.0,14,0,24.0,2,22,4,7,4,3,7.1951664272030555
4034,2.0,1.0,3.0,0,Travel_Rarely,Sales,1,2,Medical,4,Manager,Married,187110,2.0,12,1,10.0,0,2,2,2,3,3,7.0838994821091665
4035,4.0,1.0,3.0,1,Non-Travel,Research & Development,27,2,Life Sciences,1,Sales Representative,Married,36920,1.0,12,1,5.0,5,5,3,0,3,3,10.200662851692778
4036,1.0,4.0,3.0,1,Travel_Rarely,Human Resources,1,2,Medical,5,Sales Executive,Single,25590,1.0,21,0,5.0,3,4,1,0,3,4,6.893758381225833
4037,3.0,2.0,1.0,0,Travel_Rarely,Research & Development,13,3,Technical Degree,3,Healthcare Representative,Married,25170,2.0,14,0,12.0,3,4,1,3,3,3,7.322567722681111
4038,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Sales Executive,Married,66230,5.0,18,0,14.0,3,5,1,4,3,3,6.4082341269838885
4039,3.0,1.0,4.0,0,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Sales Executive,Married,182650,9.0,12,1,18.0,4,13,5,7,3,3,7.421599576271111
4040,3.0,4.0,3.0,0,Travel_Rarely,Sales,9,4,Life Sciences,1,Sales Executive,Divorced,161240,2.0,23,1,8.0,2,5,1,4,2,4,8.306982212475555
4041,4.0,4.0,2.0,0,Travel_Rarely,Research & Development,8,1,Life Sciences,3,Laboratory Technician,Married,25850,3.0,12,0,9.0,5,4,0,1,3,3,9.197162131519166
4042,1.0,3.0,2.0,0,Travel_Rarely,Sales,25,2,Life Sciences,3,Manufacturing Director,Divorced,182130,8.0,21,2,4.0,3,2,2,2,4,4,6.8299413314175
4043,3.0,4.0,3.0,0,Travel_Frequently,Sales,16,2,Life Sciences,2,Healthcare Representative,Married,83800,0.0,14,0,8.0,3,7,7,7,4,3,6.1037226871222225
4044,2.0,3.0,3.0,0,Travel_Frequently,Research & Development,8,4,Life Sciences,2,Manager,Single,29940,4.0,18,1,12.0,2,4,0,3,3,3,7.825787439613333
4045,2.0,3.0,2.0,0,Travel_Rarely,Sales,1,3,Life Sciences,5,Sales Executive,Single,12230,1.0,13,1,10.0,3,10,0,9,3,3,6.405410575048611
4046,3.0,4.0,3.0,0,Travel_Frequently,Sales,8,3,Life Sciences,4,Research Scientist,Married,11180,1.0,11,0,7.0,3,7,0,7,3,3,10.561230803974444
4047,3.0,1.0,3.0,1,Travel_Frequently,Human Resources,2,4,Human Resources,2,Sales Executive,Single,28750,1.0,11,0,1.0,3,1,0,0,3,3,6.796933851223889
4048,1.0,3.0,3.0,0,Non-Travel,Research & Development,8,5,Medical,2,Sales Representative,Married,188240,6.0,19,1,10.0,4,3,1,2,3,3,6.295510603964722
4049,2.0,2.0,2.0,0,Travel_Rarely,Sales,3,2,Technical Degree,2,Healthcare Representative,Married,135770,1.0,12,1,6.0,2,5,1,2,3,3,7.257912494038889
4050,3.0,4.0,3.0,0,Travel_Frequently,Research & Development,9,4,Life Sciences,2,Manufacturing Director,Married,26250,1.0,12,3,16.0,4,15,6,11,3,3,8.863294979079445
4051,4.0,3.0,3.0,1,Travel_Rarely,Research & Development,25,3,Technical Degree,1,Research Director,Single,187890,3.0,16,1,6.0,4,2,2,2,3,3,9.37195652173889
4052,3.0,2.0,4.0,0,Non-Travel,Research & Development,1,4,Medical,1,Research Scientist,Married,45380,8.0,11,0,16.0,3,8,1,7,3,3,5.990634751772777
4053,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,4,3,Technical Degree,2,Sales Executive,Married,198470,4.0,14,0,6.0,6,0,0,0,3,3,7.896973379629444
4054,1.0,1.0,3.0,0,Travel_Rarely,Research & Development,1,3,Other,1,Laboratory Technician,Married,105120,1.0,12,1,10.0,2,10,7,9,3,3,7.016283068783055
4055,4.0,2.0,3.0,0,Travel_Frequently,Research & Development,4,2,Medical,1,Manager,Divorced,44440,1.0,13,0,20.0,2,20,0,7,3,3,10.781477374551944
4056,4.0,4.0,2.0,0,Travel_Rarely,Sales,5,3,Marketing,5,Sales Representative,Married,21540,4.0,21,1,29.0,3,1,0,0,3,4,9.923890036730834
4057,1.0,3.0,3.0,1,Travel_Frequently,Research & Development,9,3,Life Sciences,2,Laboratory Technician,Single,191900,3.0,17,1,8.0,2,4,0,3,3,3,10.213899527186667
4058,2.0,4.0,4.0,0,Travel_Rarely,Research & Development,3,4,Life Sciences,1,Sales Representative,Divorced,44900,2.0,21,1,10.0,1,5,0,3,3,4,7.610720164608889
4059,2.0,4.0,3.0,0,Travel_Frequently,Sales,11,4,Life Sciences,2,Research Scientist,Married,35060,3.0,11,1,28.0,4,5,4,3,2,3,6.307485250737222
4060,2.0,4.0,3.0,0,Travel_Rarely,Sales,1,3,Life Sciences,1,Sales Executive,Divorced,23720,3.0,12,1,14.0,3,0,0,0,3,3,8.693173758865
4061,1.0,2.0,3.0,1,Travel_Frequently,Sales,8,1,Life Sciences,4,Laboratory Technician,Married,102310,1.0,13,1,1.0,2,1,0,0,3,3,6.498731032794722
4062,2.0,1.0,1.0,0,Travel_Rarely,Research & Development,25,1,Medical,1,Sales Executive,Married,54100,0.0,18,0,6.0,4,5,0,4,3,3,6.553021990740556
4063,3.0,3.0,2.0,0,Non-Travel,Research & Development,21,1,Medical,3,Research Scientist,Single,79780,1.0,16,2,5.0,2,5,1,4,3,3,6.708564213564166
4064,3.0,1.0,4.0,0,Non-Travel,Sales,23,1,Medical,1,Sales Executive,Divorced,38670,1.0,11,1,4.0,4,4,2,3,4,3,9.772402659069167
4065,1.0,2.0,3.0,0,Non-Travel,Research & Development,1,3,Life Sciences,2,Research Scientist,Married,28380,1.0,19,2,5.0,5,5,0,2,1,3,7.112342117758611
4066,1.0,4.0,2.0,0,Travel_Rarely,Sales,2,3,Marketing,4,Healthcare Representative,Single,46950,1.0,16,1,14.0,2,14,2,1,3,3,5.993801552644166
4067,4.0,3.0,2.0,0,Travel_Rarely,Research & Development,19,3,Technical Degree,1,Research Director,Divorced,33390,1.0,16,0,9.0,2,8,1,1,2,3,6.793736225895278
4068,3.0,1.0,2.0,0,Travel_Rarely,Research & Development,2,2,Life Sciences,2,Research Scientist,Single,20800,0.0,13,0,8.0,6,7,7,6,4,3,6.788305439330278
4069,1.0,1.0,2.0,0,Travel_Rarely,Research & Development,2,4,Other,2,Laboratory Technician,Married,20960,0.0,22,0,6.0,2,5,0,2,4,4,7.710127504553611
4070,3.0,4.0,3.0,0,Non-Travel,Research & Development,3,1,Life Sciences,3,Manager,Divorced,62090,5.0,17,1,9.0,5,5,1,2,4,3,6.603065843621389
4071,4.0,1.0,3.0,0,Travel_Frequently,Research & Development,25,5,Technical Degree,2,Human Resources,Married,180610,1.0,14,1,10.0,2,10,8,7,3,3,6.934000706214444
4072,3.0,4.0,2.0,1,Travel_Rarely,Sales,7,5,Life Sciences,2,Sales Representative,Divorced,171230,5.0,15,1,6.0,2,4,0,3,2,3,6.290863054412222
4073,1.0,1.0,2.0,0,Travel_Rarely,Research & Development,9,2,Technical Degree,3,Sales Representative,Single,23720,4.0,12,0,20.0,3,1,0,0,2,3,7.242158931082778
4074,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,5,3,Life Sciences,2,Sales Representative,Married,48830,1.0,18,1,10.0,1,10,0,9,1,3,8.811529597282778
4075,4.0,4.0,3.0,0,Travel_Rarely,Sales,2,3,Life Sciences,1,Manager,Single,39040,1.0,15,0,7.0,2,7,0,7,3,3,7.889389357711944
4076,4.0,4.0,3.0,0,Travel_Rarely,Research & Development,8,1,Medical,2,Research Scientist,Single,46270,8.0,17,1,8.0,2,1,0,0,2,3,7.3218153526969445
4077,1.0,4.0,3.0,1,Travel_Frequently,Research & Development,2,1,Other,3,Sales Executive,Married,70940,1.0,14,1,10.0,2,10,0,8,3,3,10.31786278735611
4078,1.0,1.0,2.0,1,Travel_Rarely,Research & Development,18,3,Medical,1,Research Scientist,Single,34230,6.0,15,1,15.0,4,2,2,2,3,3,10.808652777777779
4079,1.0,3.0,2.0,0,Travel_Rarely,Research & Development,14,3,Other,3,Research Scientist,Married,66740,3.0,17,1,9.0,2,4,2,3,3,3,7.8580712560386115
4080,4.0,3.0,3.0,0,Travel_Frequently,Research & Development,2,4,Medical,4,Sales Executive,Divorced,168800,1.0,14,3,9.0,2,9,2,8,3,3,7.887598308184722
4081,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,3,3,Medical,1,Research Scientist,Married,90940,1.0,12,1,10.0,0,10,0,9,3,3,7.520212350780278
4082,4.0,2.0,3.0,0,Travel_Frequently,Research & Development,2,5,Medical,4,Sales Executive,Married,84460,0.0,14,0,7.0,3,6,1,2,2,3,8.00335451977389
4083,3.0,2.0,3.0,0,Travel_Rarely,Sales,9,3,Marketing,2,Laboratory Technician,Married,119160,4.0,15,1,35.0,3,10,1,4,2,3,8.175601469237778
4084,4.0,4.0,3.0,0,Travel_Rarely,Sales,6,3,Other,1,Manufacturing Director,Divorced,45340,1.0,13,0,1.0,2,1,0,0,3,3,10.813751177024445
4085,2.0,1.0,3.0,0,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Sales Executive,Single,98520,0.0,12,1,21.0,5,20,11,10,2,3,6.089302083333333
4086,4.0,3.0,3.0,0,Non-Travel,Research & Development,10,4,Life Sciences,2,Research Scientist,Single,61510,1.0,13,1,20.0,3,20,3,7,3,3,6.5982137681158335
4087,3.0,3.0,4.0,0,Non-Travel,Research & Development,14,2,Life Sciences,2,Healthcare Representative,Married,23020,4.0,14,0,13.0,3,11,4,8,3,3,6.097765957446667
4088,3.0,1.0,3.0,0,Travel_Rarely,Research & Development,1,3,Medical,2,Human Resources,Single,23620,6.0,13,1,9.0,2,5,1,4,4,3,10.500978997289723
4089,2.0,3.0,2.0,0,Travel_Rarely,Research & Development,5,4,Other,1,Manufacturing Director,Single,178610,1.0,11,2,4.0,5,4,1,2,1,3,6.874406342182778
4090,4.0,4.0,4.0,0,Travel_Rarely,Research & Development,7,3,Life Sciences,2,Research Scientist,Single,191870,1.0,11,1,5.0,2,5,1,4,3,3,7.025246527777778
4091,4.0,3.0,4.0,0,Travel_Frequently,Research & Development,21,3,Medical,3,Research Scientist,Married,197170,1.0,21,0,10.0,1,10,9,4,2,4,7.7999735996325
4092,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,8,1,Medical,5,Research Scientist,Married,35440,3.0,18,3,15.0,3,11,5,10,2,3,6.187881218038055
4093,3.0,2.0,3.0,0,Travel_Rarely,Sales,20,5,Medical,2,Laboratory Technician,Married,85000,4.0,12,0,6.0,2,2,1,2,3,3,6.211339243498611
4094,4.0,2.0,2.0,0,Travel_Rarely,Human Resources,20,4,Life Sciences,2,Research Scientist,Married,46610,1.0,11,0,12.0,3,12,1,7,2,3,6.117868794326111
4095,4.0,3.0,2.0,0,Travel_Rarely,Research & Development,7,2,Medical,5,Sales Executive,Divorced,41030,6.0,15,1,7.0,2,2,0,2,3,3,10.196005910165278
4096,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Sales Executive,Single,42490,2.0,13,1,25.0,2,17,12,11,2,3,7.794042824073889
4097,2.0,3.0,2.0,0,Non-Travel,Research & Development,1,3,Life Sciences,2,Research Scientist,Divorced,140260,1.0,12,0,1.0,4,1,0,0,3,3,6.203211805555555
4098,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Sales Executive,Married,68930,0.0,17,0,16.0,3,15,5,8,3,3,7.914535147392222
4099,1.0,3.0,3.0,0,Travel_Rarely,Research & Development,10,4,Medical,3,Sales Executive,Married,61250,0.0,13,1,3.0,3,2,1,2,3,3,7.2268888888888885
4100,1.0,3.0,3.0,0,Travel_Frequently,Research & Development,1,4,Other,2,Research Scientist,Married,36690,2.0,19,0,10.0,2,8,7,7,3,3,6.494887706855556
4101,4.0,1.0,2.0,0,Travel_Rarely,Research & Development,6,3,Medical,2,Laboratory Technician,Divorced,100080,6.0,19,1,9.0,3,4,1,2,1,3,9.803851165980555
4102,4.0,4.0,3.0,0,Travel_Rarely,Sales,2,2,Medical,1,Healthcare Representative,Married,23870,3.0,17,1,12.0,1,5,1,0,1,3,7.670736293061389
4103,3.0,2.0,1.0,0,Non-Travel,Research & Development,21,2,Medical,1,Sales Executive,Married,46390,0.0,11,1,14.0,2,13,5,12,2,3,7.224853076216666
4104,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,4,3,Life Sciences,2,Healthcare Representative,Married,78980,7.0,15,0,5.0,2,2,2,2,2,3,10.381681839402223
4105,4.0,3.0,4.0,0,Travel_Rarely,Human Resources,12,1,Human Resources,2,Sales Executive,Single,25340,0.0,11,0,4.0,1,3,1,2,3,3,6.414363173216667
4106,2.0,3.0,3.0,0,Travel_Rarely,Research & Development,9,3,Medical,2,Sales Executive,Single,131420,1.0,25,2,10.0,4,10,0,8,3,4,7.986352859135278
4107,2.0,4.0,3.0,0,Travel_Rarely,Sales,3,4,Medical,3,Healthcare Representative,Married,16110,0.0,14,0,10.0,2,9,8,1,2,3,9.070098253275
4108,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,3,2,Technical Degree,3,Manufacturing Director,Single,53630,1.0,13,0,6.0,4,6,4,1,3,3,6.992426006792778
4109,1.0,4.0,2.0,0,Travel_Rarely,Research & Development,1,4,Medical,2,Research Director,Married,50710,8.0,17,1,8.0,3,1,0,0,2,3,6.217579033007778
4110,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,1,2,Medical,3,Sales Executive,Married,136950,0.0,13,0,3.0,3,2,2,2,3,3,6.021211583924167
4111,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Sales Executive,Single,134020,7.0,14,1,18.0,1,7,1,7,3,3,8.004868173257778
4112,2.0,3.0,3.0,0,Travel_Rarely,Sales,20,4,Medical,2,Research Director,Married,20290,3.0,11,1,20.0,3,18,1,11,2,3,8.043720156106389
4113,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,18,3,Life Sciences,2,Manager,Married,63770,1.0,12,2,14.0,3,14,5,7,3,3,7.899861111111111
4114,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Sales Executive,Married,54290,1.0,17,1,16.0,3,16,6,8,3,3,9.395383881735556
4115,1.0,3.0,2.0,0,Travel_Rarely,Research & Development,2,4,Medical,2,Manufacturing Director,Divorced,27850,0.0,21,0,6.0,2,5,0,4,3,4,7.9726721763083335
4116,1.0,4.0,,0,Non-Travel,Research & Development,2,4,Other,1,Manager,Divorced,46140,2.0,16,1,16.0,3,9,0,0,3,3,6.776608063759722
4117,2.0,4.0,3.0,0,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Sales Representative,Single,26100,6.0,15,0,6.0,2,4,1,2,3,3,10.798694679849167
4118,3.0,1.0,3.0,0,Travel_Rarely,Sales,10,5,Medical,3,Research Scientist,Single,66870,1.0,19,3,2.0,0,2,1,2,3,3,8.192936676082779
4119,4.0,4.0,2.0,0,Non-Travel,Research & Development,3,4,Life Sciences,2,Research Director,Single,47240,2.0,12,1,21.0,4,6,1,3,4,3,6.270208042770555
4120,4.0,1.0,2.0,1,Travel_Frequently,Research & Development,2,4,Life Sciences,2,Manufacturing Director,Married,61790,1.0,11,0,1.0,3,1,1,0,3,3,7.9985997732425
4121,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,24,3,Life Sciences,2,Laboratory Technician,Married,61200,0.0,19,0,10.0,2,9,3,4,3,3,7.837768281101389
4122,4.0,2.0,3.0,0,Travel_Frequently,Research & Development,16,1,Medical,2,Sales Executive,Divorced,105960,7.0,15,0,18.0,3,4,0,2,2,3,7.801609510745278
4123,3.0,3.0,2.0,0,Non-Travel,Research & Development,8,1,Life Sciences,1,Sales Executive,Divorced,54670,1.0,20,0,13.0,6,13,1,9,2,4,6.571621168582222
4124,1.0,4.0,4.0,1,Travel_Rarely,Research & Development,9,4,Medical,2,Sales Representative,Married,29960,9.0,25,0,4.0,4,2,2,2,3,4,10.940326135852223
4125,1.0,3.0,2.0,0,Travel_Rarely,Research & Development,17,1,Life Sciences,3,Research Scientist,Married,99980,5.0,24,2,24.0,3,22,4,14,2,4,7.3613338021563886
4126,4.0,3.0,1.0,1,Travel_Rarely,Sales,10,4,Other,2,Sales Executive,Married,40780,8.0,24,1,14.0,3,10,9,8,3,4,6.802081018518333
4127,1.0,2.0,3.0,0,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Healthcare Representative,Married,109200,0.0,15,1,21.0,3,20,0,10,4,3,7.776606481481389
4128,4.0,3.0,3.0,0,Travel_Rarely,Sales,1,3,Medical,1,Laboratory Technician,Married,62320,1.0,13,1,8.0,3,8,1,7,3,3,7.387210837886944
4129,4.0,4.0,2.0,0,Non-Travel,Sales,1,1,Medical,1,Human Resources,Divorced,132470,1.0,14,0,15.0,3,15,11,11,3,3,7.725861823361667
4130,3.0,2.0,3.0,0,Travel_Rarely,Research & Development,1,5,Medical,1,Healthcare Representative,Divorced,40810,2.0,13,0,14.0,3,5,0,4,3,3,7.090625
4131,4.0,1.0,3.0,0,Travel_Rarely,Sales,9,4,Life Sciences,2,Research Scientist,Single,57690,1.0,11,0,4.0,3,4,1,2,3,3,6.661144067796389
4132,3.0,4.0,3.0,0,Travel_Rarely,Research & Development,16,3,Medical,2,Healthcare Representative,Single,23940,1.0,16,1,9.0,3,9,1,7,3,3,10.475925541724166
4133,1.0,4.0,3.0,0,Travel_Rarely,Research & Development,23,3,Medical,3,Sales Representative,Married,39040,1.0,22,0,10.0,3,10,1,9,2,4,6.927081560283611
4134,2.0,3.0,3.0,1,Travel_Frequently,Sales,4,2,Life Sciences,2,Laboratory Technician,Divorced,167990,7.0,14,1,12.0,2,6,0,1,2,3,7.187586445366389
4135,2.0,4.0,2.0,0,Travel_Rarely,Research & Development,22,4,Life Sciences,1,Healthcare Representative,Married,29500,4.0,14,0,8.0,1,6,0,0,2,3,6.3048373694205555
4136,4.0,3.0,3.0,0,Travel_Rarely,Sales,24,3,Life Sciences,1,Laboratory Technician,Single,36290,8.0,16,1,8.0,2,5,0,1,4,3,6.104605200945556
4137,3.0,3.0,3.0,0,Travel_Rarely,Sales,10,4,Life Sciences,1,Research Scientist,Single,93620,2.0,11,1,8.0,6,2,2,2,3,3,6.195991379310278
4138,3.0,3.0,4.0,0,Travel_Frequently,Sales,7,2,Life Sciences,2,Manufacturing Director,Married,32290,1.0,25,0,10.0,2,10,0,2,2,4,8.405673436040834
4139,3.0,3.0,3.0,0,Travel_Rarely,Research & Development,17,4,Life Sciences,1,Manager,Married,35780,2.0,14,1,20.0,2,5,0,2,3,3,7.508661616161389
4140,3.0,4.0,3.0,0,Travel_Rarely,Human Resources,14,1,Life Sciences,2,Research Scientist,Married,79880,1.0,18,0,4.0,3,4,1,1,3,3,6.858034934497778
4141,4.0,2.0,3.0,0,Travel_Rarely,Research & Development,1,3,Medical,3,Sales Executive,Married,42840,4.0,11,0,10.0,5,4,0,3,2,3,9.820634578543888
4142,4.0,1.0,1.0,0,Travel_Rarely,Research & Development,5,3,Medical,2,Sales Representative,Single,75530,1.0,19,0,5.0,3,5,0,4,3,3,6.062686403508611
4143,4.0,1.0,3.0,1,Travel_Rarely,Research & Development,17,3,Medical,1,Research Scientist,Divorced,173280,4.0,15,2,20.0,1,3,2,0,3,3,9.617874596588056
4144,2.0,4.0,2.0,0,Travel_Rarely,Sales,25,3,Medical,2,Sales Executive,Married,197010,0.0,11,0,21.0,3,20,9,6,4,3,7.5375743026975
4145,2.0,1.0,3.0,0,Non-Travel,Research & Development,8,4,Life Sciences,4,Sales Executive,Single,147320,0.0,12,0,10.0,3,9,1,7,3,3,7.313956056466111
4146,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,11,4,Medical,2,Manager,Single,92780,0.0,20,0,5.0,3,4,0,0,3,4,7.488528985507222
4147,3.0,4.0,3.0,0,Travel_Frequently,Research & Development,5,1,Technical Degree,1,Sales Executive,Married,13590,4.0,12,0,17.0,2,5,0,3,3,3,7.731271990740556
4148,4.0,1.0,3.0,0,Travel_Rarely,Research & Development,2,1,Medical,1,Research Scientist,Married,47790,4.0,14,2,9.0,3,7,1,7,3,3,5.986141044061111
4149,2.0,2.0,3.0,0,Travel_Rarely,Research & Development,8,2,Medical,1,Laboratory Technician,Married,164220,1.0,20,1,6.0,3,6,0,3,3,4,9.328113275613056
4150,4.0,2.0,2.0,0,Travel_Frequently,Research & Development,6,1,Medical,3,Healthcare Representative,Married,29960,2.0,18,1,17.0,2,9,0,8,2,3,6.417208333333333
4151,2.0,3.0,4.0,0,Travel_Rarely,Sales,4,3,Medical,1,Sales Executive,Married,12610,2.0,14,1,6.0,6,4,1,2,3,3,6.4703896263519445
4152,2.0,4.0,1.0,1,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Research Scientist,Single,20990,8.0,12,1,8.0,2,6,0,5,3,3,8.586371082620833
4153,3.0,2.0,3.0,0,Travel_Frequently,Sales,1,4,Life Sciences,2,Manufacturing Director,Married,58100,1.0,21,1,10.0,2,10,1,7,3,4,6.697658066015555
4154,4.0,3.0,3.0,1,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Sales Executive,Single,56470,6.0,19,0,7.0,2,0,0,0,3,3,8.490649320206112
4155,4.0,3.0,3.0,0,Travel_Frequently,Research & Development,10,2,Medical,2,Research Scientist,Married,34200,1.0,14,0,8.0,3,8,3,0,3,3,9.498488160291389
4156,1.0,2.0,3.0,0,Travel_Rarely,Sales,5,4,Medical,4,Manufacturing Director,Married,44000,9.0,17,1,6.0,3,2,2,2,2,3,6.4158527413875
4157,4.0,4.0,2.0,0,Travel_Frequently,Research & Development,9,2,Medical,2,Research Scientist,Single,35000,0.0,16,1,8.0,2,7,3,6,2,3,7.3432376671275
4158,3.0,1.0,2.0,0,Travel_Rarely,Sales,2,2,Marketing,5,Sales Representative,Married,20660,4.0,12,1,12.0,3,1,0,0,3,3,10.021274231678333
4159,4.0,3.0,3.0,0,Travel_Rarely,Research & Development,11,4,Medical,2,Laboratory Technician,Divorced,171690,1.0,17,2,1.0,2,1,0,0,3,3,6.388534811635555
4160,4.0,3.0,3.0,0,Travel_Frequently,Sales,18,4,Life Sciences,2,Healthcare Representative,Single,41620,0.0,15,1,10.0,1,9,1,8,3,3,7.987472222222222
4161,3.0,3.0,2.0,0,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Sales Executive,Married,92040,6.0,23,1,17.0,2,7,7,7,3,4,7.807432336182222
4162,1.0,2.0,3.0,0,Travel_Rarely,Human Resources,3,4,Human Resources,2,Manager,Married,32940,0.0,11,0,6.0,2,5,0,3,3,3,7.5059746168580554
4163,4.0,3.0,3.0,0,Travel_Rarely,Sales,29,4,Life Sciences,2,Laboratory Technician,Single,21270,0.0,11,1,10.0,3,9,0,8,2,3,10.70136312724
